Image,Center_X,Center_Y,Width,Height,saharAngle,x_position,y_position,angle
1082,785,26,70,53,194.3813945910906,0.5825000000000011,3.22281,20.0
1083,781,26,78,53,191.3099324740202,0.5825000000000011,3.22281,30.0
1084,777,27,83,54,194.85861444792462,0.5825000000000011,3.22281,40.0
1085,774,27,88,54,195.35013649242438,0.5825000000000011,3.22281,50.0
1086,770,27,90,54,194.03624346792648,0.5825000000000011,3.22281,60.0
1087,767,27,90,54,196.38954033403476,0.5825000000000011,3.22281,70.0
1088,765,26,88,53,192.65255650055798,0.5825000000000011,3.22281,80.0
1089,767,26,92,53,196.38954033403476,0.5825000000000011,3.22281,90.0
1090,769,26,94,52,201.03751102542182,0.5825000000000011,3.22281,100.0
1091,772,26,92,53,199.72227776444706,0.5825000000000011,3.22281,110.0
1092,775,27,88,54,203.74949449286675,0.5825000000000011,3.22281,120.0
1093,778,27,83,55,208.52311860631204,0.5825000000000011,3.22281,130.0
1094,782,28,73,56,211.37300514010846,0.5825000000000011,3.22281,140.0
1095,787,28,63,57,222.18444331578877,0.5825000000000011,3.22281,150.0
1096,790,29,57,58,38.65980825409009,0.5825000000000011,3.22281,160.0
1097,788,29,60,58,37.74680538727467,0.5825000000000011,3.22281,170.0
1098,785,29,60,58,38.65980825409009,0.5825000000000011,3.22281,180.0
1099,784,29,62,58,314.0289780689208,0.5825000000000011,3.22281,190.0
1100,787,29,73,58,324.6052041550129,0.5825000000000011,3.22281,200.0
1101,791,28,83,57,329.420773127511,0.5825000000000011,3.22281,210.0
1102,795,28,90,56,335.82089285331085,0.5825000000000011,3.22281,220.0
1103,799,27,94,55,340.90650799951436,0.5825000000000011,3.22281,230.0
1104,802,27,95,54,344.19748604606445,0.5825000000000011,3.22281,240.0
1105,804,26,95,52,343.6104596659652,0.5825000000000011,3.22281,250.0
1106,806,26,91,52,348.69006752597977,0.5825000000000011,3.22281,260.0
1107,805,26,92,52,349.1144729453413,0.5825000000000011,3.22281,270.0
1108,801,26,91,53,344.93151184050777,0.5825000000000011,3.22281,280.0
1109,798,27,90,54,345.6997225508144,0.5825000000000011,3.22281,290.0
1110,793,27,85,54,343.73979529168804,0.5825000000000011,3.22281,300.0
1111,790,27,78,54,342.34987578006985,0.5825000000000011,3.22281,310.0
1112,786,27,70,54,338.74949449286675,0.5825000000000011,3.22281,320.0
1113,783,27,62,54,38.884496433714595,0.5825000000000011,3.22281,330.0
1114,785,26,62,53,38.884496433714595,0.5825000000000011,3.22281,340.0
1115,787,26,61,53,38.884496433714595,0.5825000000000011,3.22281,350.0
1116,815,26,59,53,39.80557109226519,0.6825000000000011,3.22281,0.0
1117,814,26,61,53,41.76029970389787,0.6825000000000011,3.22281,10.0
1118,810,26,72,53,196.69924423399362,0.6825000000000011,3.22281,20.0
1119,805,27,79,54,194.62087398863167,0.6825000000000011,3.22281,30.0
1120,801,27,85,54,191.3099324740202,0.6825000000000011,3.22281,40.0
1121,798,27,88,54,195.0684881594922,0.6825000000000011,3.22281,50.0
1122,794,27,91,54,191.72511201516508,0.6825000000000011,3.22281,60.0
1123,792,26,90,53,195.35013649242438,0.6825000000000011,3.22281,70.0
1124,790,26,89,53,198.08344538304866,0.6825000000000011,3.22281,80.0
1125,792,26,93,52,200.43282867939868,0.6825000000000011,3.22281,90.0
1126,794,26,93,52,200.6744247608739,0.6825000000000011,3.22281,100.0
1127,797,26,91,52,200.6744247608739,0.6825000000000011,3.22281,110.0
1128,801,27,88,54,204.70243022777132,0.6825000000000011,3.22281,120.0
1129,805,27,82,55,208.52311860631204,0.6825000000000011,3.22281,130.0
1130,808,28,73,56,214.01934998982645,0.6825000000000011,3.22281,140.0
1131,813,28,63,57,222.08916217383225,0.6825000000000011,3.22281,150.0
1132,815,29,58,58,38.65980825409009,0.6825000000000011,3.22281,160.0
1133,812,29,61,58,37.74680538727467,0.6825000000000011,3.22281,170.0
1134,810,29,60,58,38.65980825409009,0.6825000000000011,3.22281,180.0
1135,809,29,65,58,310.15599962491933,0.6825000000000011,3.22281,190.0
1136,813,29,75,58,325.304846468766,0.6825000000000011,3.22281,200.0
1137,818,28,84,57,331.92751306414704,0.6825000000000011,3.22281,210.0
1138,821,28,91,56,338.5870305251282,0.6825000000000011,3.22281,220.0
1139,824,27,95,55,337.6198649480404,0.6825000000000011,3.22281,230.0
1140,828,27,96,54,346.21840276434637,0.6825000000000011,3.22281,240.0
1141,830,26,94,53,345.6997225508144,0.6825000000000011,3.22281,250.0
1142,831,26,91,52,345.42578380196124,0.6825000000000011,3.22281,260.0
1143,829,26,92,52,344.64986350757556,0.6825000000000011,3.22281,270.0
1144,826,26,92,53,344.93151184050777,0.6825000000000011,3.22281,280.0
1145,822,27,89,54,344.64986350757556,0.6825000000000011,3.22281,290.0
1146,818,27,85,54,345.96375653207355,0.6825000000000011,3.22281,300.0
1147,814,27,77,54,341.96571443287013,0.6825000000000011,3.22281,310.0
1148,810,27,69,54,214.5085229876684,0.6825000000000011,3.22281,320.0
1149,808,26,63,53,37.99873244250467,0.6825000000000011,3.22281,330.0
1150,811,26,64,53,37.14668669802178,0.6825000000000011,3.22281,340.0
1151,813,26,62,53,38.884496433714595,0.6825000000000011,3.22281,350.0
1152,841,26,60,53,39.80557109226519,0.7825000000000011,3.22281,0.0
1153,838,26,65,53,40.763605200941164,0.7825000000000011,3.22281,10.0
1154,834,26,74,53,193.3924977537511,0.7825000000000011,3.22281,20.0
1155,830,26,80,53,195.4612177404419,0.7825000000000011,3.22281,30.0
1156,825,27,85,54,193.24051991518718,0.7825000000000011,3.22281,40.0
1157,822,27,90,54,191.513831184487,0.7825000000000011,3.22281,50.0
1158,819,27,90,54,195.80251395393552,0.7825000000000011,3.22281,60.0
1159,816,27,89,54,196.38954033403476,0.7825000000000011,3.22281,70.0
1160,815,26,89,53,199.79887635452494,0.7825000000000011,3.22281,80.0
1161,817,26,93,52,201.03751102542182,0.7825000000000011,3.22281,90.0
1162,820,26,94,52,200.32313682966296,0.7825000000000011,3.22281,100.0
1163,823,26,92,53,199.38451567935783,0.7825000000000011,3.22281,110.0
1164,826,27,87,54,202.38013505195957,0.7825000000000011,3.22281,120.0
1165,830,27,80,55,209.05460409907712,0.7825000000000011,3.22281,130.0
1166,835,28,72,56,213.02386755579664,0.7825000000000011,3.22281,140.0
1167,840,28,62,57,224.02897806892082,0.7825000000000011,3.22281,150.0
1168,840,29,60,58,37.74680538727467,0.7825000000000011,3.22281,160.0
1169,837,29,61,58,37.74680538727467,0.7825000000000011,3.22281,170.0
1170,835,29,62,58,37.74680538727467,0.7825000000000011,3.22281,180.0
1171,834,29,67,58,317.81555668421123,0.7825000000000011,3.22281,190.0
1172,839,29,78,58,325.9806500101735,0.7825000000000011,3.22281,200.0
1173,843,28,87,57,333.92464441605125,0.7825000000000011,3.22281,210.0
1174,847,28,93,56,341.89623696549336,0.7825000000000011,3.22281,220.0
1175,851,27,96,55,344.47588900324575,0.7825000000000011,3.22281,230.0
1176,853,27,96,54,343.2016282186947,0.7825000000000011,3.22281,240.0
1177,855,26,95,52,347.0053832080835,0.7825000000000011,3.22281,250.0
1178,857,26,92,53,347.82854179141253,0.7825000000000011,3.22281,260.0
1179,853,26,93,52,343.9091836511478,0.7825000000000011,3.22281,270.0
1180,850,26,93,53,347.0053832080835,0.7825000000000011,3.22281,280.0
1181,847,27,90,54,346.7594800848128,0.7825000000000011,3.22281,290.0
1182,843,27,84,54,345.67728002179643,0.7825000000000011,3.22281,300.0
1183,839,27,78,54,345.65066795705286,0.7825000000000011,3.22281,310.0
1184,835,27,68,54,215.7066914006029,0.7825000000000011,3.22281,320.0
1185,834,26,64,53,37.99873244250467,0.7825000000000011,3.22281,330.0
1186,836,27,64,54,37.99873244250467,0.7825000000000011,3.22281,340.0
1187,838,26,63,53,37.99873244250467,0.7825000000000011,3.22281,350.0
1188,866,26,59,52,39.80557109226519,0.8825000000000011,3.22281,0.0
1189,863,26,66,53,201.25050550713323,0.8825000000000011,3.22281,10.0
1190,858,26,75,53,195.59281093926631,0.8825000000000011,3.22281,20.0
1191,854,27,82,54,193.76078511179125,0.8825000000000011,3.22281,30.0
1192,850,27,87,54,194.03624346792648,0.8825000000000011,3.22281,40.0
1193,846,27,91,54,191.513831184487,0.8825000000000011,3.22281,50.0
1194,843,27,91,54,193.78159723565363,0.8825000000000011,3.22281,60.0
1195,840,27,89,54,198.77803322244554,0.8825000000000011,3.22281,70.0
1196,840,27,91,54,200.80679101271122,0.8825000000000011,3.22281,80.0
1197,843,26,94,53,199.72227776444706,0.8825000000000011,3.22281,90.0
1198,845,26,94,53,196.2201936956028,0.8825000000000011,3.22281,100.0
1199,848,26,92,52,200.32313682966296,0.8825000000000011,3.22281,110.0
1200,851,27,87,54,205.20112364547506,0.8825000000000011,3.22281,120.0
1201,855,27,81,55,209.05460409907712,0.8825000000000011,3.22281,130.0
1202,860,28,71,56,213.69006752597977,0.8825000000000011,3.22281,140.0
1203,865,28,61,57,227.91083782616775,0.8825000000000011,3.22281,150.0
1204,865,29,60,58,37.74680538727467,0.8825000000000011,3.22281,160.0
1205,863,29,62,58,36.86989764584402,0.8825000000000011,3.22281,170.0
1206,859,29,63,58,37.74680538727467,0.8825000000000011,3.22281,180.0
1207,860,29,69,58,320.5275401516562,0.8825000000000011,3.22281,190.0
1208,864,29,79,58,326.63363399894047,0.8825000000000011,3.22281,200.0
1209,869,28,88,57,336.3706222693432,0.8825000000000011,3.22281,210.0
1210,873,28,94,56,340.90650799951436,0.8825000000000011,3.22281,220.0
1211,876,27,96,55,341.24134965215774,0.8825000000000011,3.22281,230.0
1212,878,27,97,54,343.2016282186947,0.8825000000000011,3.22281,240.0
1213,881,26,94,53,345.6997225508144,0.8825000000000011,3.22281,250.0
1214,881,26,93,52,346.7594800848128,0.8825000000000011,3.22281,260.0
1215,879,26,94,53,346.21840276434637,0.8825000000000011,3.22281,270.0
1216,875,26,93,53,346.21840276434637,0.8825000000000011,3.22281,280.0
1217,871,27,90,54,344.3577535427913,0.8825000000000011,3.22281,290.0
1218,867,27,85,54,346.8274465766731,0.8825000000000011,3.22281,300.0
1219,863,27,76,54,341.1468412355809,0.8825000000000011,3.22281,310.0
1220,858,27,67,54,38.884496433714595,0.8825000000000011,3.22281,320.0
1221,859,27,66,54,37.14668669802178,0.8825000000000011,3.22281,330.0
1222,862,26,66,53,37.14668669802178,0.8825000000000011,3.22281,340.0
1223,864,26,63,53,37.99873244250467,0.8825000000000011,3.22281,350.0
1224,892,26,61,53,38.884496433714595,0.982500000000001,3.22281,0.0
1225,887,26,69,53,198.88608736970926,0.982500000000001,3.22281,10.0
1226,883,26,77,53,196.46001481204004,0.982500000000001,3.22281,20.0
1227,878,26,83,53,194.57421619803873,0.982500000000001,3.22281,30.0
1228,874,27,89,54,191.72511201516508,0.982500000000001,3.22281,40.0
1229,870,27,91,54,192.30801581742796,0.982500000000001,3.22281,50.0
1230,868,27,92,54,193.53585636913422,0.982500000000001,3.22281,60.0
1231,865,27,89,54,197.41797079220285,0.982500000000001,3.22281,70.0
1232,866,26,92,53,199.0934920004856,0.982500000000001,3.22281,80.0
1233,868,26,94,52,196.2201936956028,0.982500000000001,3.22281,90.0
1234,870,26,95,52,195.94539590092288,0.982500000000001,3.22281,100.0
1235,874,26,92,52,199.38451567935783,0.982500000000001,3.22281,110.0
1236,877,27,87,54,203.33404127670974,0.982500000000001,3.22281,120.0
1237,882,27,80,55,207.5528115767178,0.982500000000001,3.22281,130.0
1238,887,28,72,56,216.38435181583588,0.982500000000001,3.22281,140.0
1239,892,28,60,57,230.01311375503582,0.982500000000001,3.22281,150.0
1240,889,29,63,58,36.86989764584402,0.982500000000001,3.22281,160.0
1241,887,29,64,58,36.86989764584402,0.982500000000001,3.22281,170.0
1242,885,29,64,58,305.7066914006029,0.982500000000001,3.22281,180.0
1243,886,29,71,58,322.3523793598924,0.982500000000001,3.22281,190.0
1244,890,29,83,58,329.82647997035565,0.982500000000001,3.22281,200.0
1245,894,28,91,57,336.8014094863518,0.982500000000001,3.22281,210.0
1246,898,28,95,56,339.9284741354613,0.982500000000001,3.22281,220.0
1247,902,27,98,55,343.495638618245,0.982500000000001,3.22281,230.0
1248,905,27,98,54,347.4711922908485,0.982500000000001,3.22281,240.0
1249,906,26,95,52,346.7594800848128,0.982500000000001,3.22281,250.0
1250,907,26,94,52,348.05582281155364,0.982500000000001,3.22281,260.0
1251,903,26,95,52,346.21840276434637,0.982500000000001,3.22281,270.0
1252,900,26,94,53,347.2424678391233,0.982500000000001,3.22281,280.0
1253,896,26,90,53,345.6997225508144,0.982500000000001,3.22281,290.0
1254,891,27,84,54,341.9395280638008,0.982500000000001,3.22281,300.0
1255,887,27,76,54,341.9958383940866,0.982500000000001,3.22281,310.0
1256,883,27,66,54,37.99873244250467,0.982500000000001,3.22281,320.0
1257,885,26,67,53,36.32682595212023,0.982500000000001,3.22281,330.0
1258,887,27,66,54,37.14668669802178,0.982500000000001,3.22281,340.0
1259,890,26,64,53,37.99873244250467,0.982500000000001,3.22281,350.0
1260,917,26,63,52,38.884496433714595,1.0825000000000011,3.22281,0.0
1261,912,26,71,52,198.43494882292202,1.0825000000000011,3.22281,10.0
1262,907,27,79,54,194.62087398863167,1.0825000000000011,3.22281,20.0
1263,903,27,85,54,195.64224645720873,1.0825000000000011,3.22281,30.0
1264,899,27,90,54,192.52880770915152,1.0825000000000011,3.22281,40.0
1265,895,27,92,54,192.30801581742796,1.0825000000000011,3.22281,50.0
1266,892,27,93,54,190.4914770123316,1.0825000000000011,3.22281,60.0
1267,890,27,90,54,196.38954033403476,1.0825000000000011,3.22281,70.0
1268,891,26,93,53,200.07152586453873,1.0825000000000011,3.22281,80.0
1269,893,26,95,52,196.88679112394402,1.0825000000000011,3.22281,90.0
1270,896,26,94,52,198.74134044519272,1.0825000000000011,3.22281,100.0
1271,899,26,93,52,199.05770451012833,1.0825000000000011,3.22281,110.0
1272,903,27,87,54,203.33404127670974,1.0825000000000011,3.22281,120.0
1273,908,27,80,55,208.07248693585294,1.0825000000000011,3.22281,130.0
1274,913,28,72,56,220.60129464500446,1.0825000000000011,3.22281,140.0
1275,917,28,62,57,36.86989764584402,1.0825000000000011,3.22281,150.0
1276,914,29,65,58,36.02737338510361,1.0825000000000011,3.22281,160.0
1277,912,29,64,58,36.86989764584402,1.0825000000000011,3.22281,170.0
1278,909,29,65,58,37.99873244250467,1.0825000000000011,3.22281,180.0
1279,911,29,73,58,323.8806591505203,1.0825000000000011,3.22281,190.0
1280,916,29,85,58,328.8406954916556,1.0825000000000011,3.22281,200.0
1281,920,28,92,57,333.9045758426117,1.0825000000000011,3.22281,210.0
1282,924,28,97,56,338.9624889745782,1.0825000000000011,3.22281,220.0
1283,927,27,98,55,341.24134965215774,1.0825000000000011,3.22281,230.0
1284,930,27,98,54,345.2032377549427,1.0825000000000011,3.22281,240.0
1285,932,26,96,53,347.82854179141253,1.0825000000000011,3.22281,250.0
1286,931,26,95,52,347.2424678391233,1.0825000000000011,3.22281,260.0
1287,928,26,96,53,346.46414363086575,1.0825000000000011,3.22281,270.0
1288,924,27,94,54,344.93151184050777,1.0825000000000011,3.22281,280.0
1289,920,27,90,54,344.3577535427913,1.0825000000000011,3.22281,290.0
1290,916,27,84,54,343.07248693585296,1.0825000000000011,3.22281,300.0
1291,911,27,75,54,341.565051177078,1.0825000000000011,3.22281,310.0
1292,908,27,67,54,37.14668669802178,1.0825000000000011,3.22281,320.0
1293,911,26,68,53,36.32682595212023,1.0825000000000011,3.22281,330.0
1294,913,27,67,54,36.32682595212023,1.0825000000000011,3.22281,340.0
1295,916,26,64,53,37.14668669802178,1.0825000000000011,3.22281,350.0
1296,942,26,66,52,37.99873244250467,1.1825000000000012,3.22281,0.0
1297,937,26,74,53,197.59242456218158,1.1825000000000012,3.22281,10.0
1298,932,27,81,54,196.58733855692742,1.1825000000000012,3.22281,20.0
1299,927,26,87,53,192.9946167919165,1.1825000000000012,3.22281,30.0
1300,923,27,90,54,193.53585636913422,1.1825000000000012,3.22281,40.0
1301,919,27,93,54,193.06931789628217,1.1825000000000012,3.22281,50.0
1302,916,27,93,54,195.52411099675425,1.1825000000000012,3.22281,60.0
1303,914,26,90,53,198.43494882292202,1.1825000000000012,3.22281,70.0
1304,916,26,94,53,198.43494882292202,1.1825000000000012,3.22281,80.0
1305,918,26,97,53,196.88679112394402,1.1825000000000012,3.22281,90.0
1306,921,26,96,52,198.74134044519272,1.1825000000000012,3.22281,100.0
1307,924,26,93,52,197.81888891452277,1.1825000000000012,3.22281,110.0
1308,929,27,88,54,204.27444113443943,1.1825000000000012,3.22281,120.0
1309,934,27,80,55,208.07248693585294,1.1825000000000012,3.22281,130.0
1310,939,28,71,56,216.11934084947976,1.1825000000000012,3.22281,140.0
1311,942,28,64,57,36.02737338510361,1.1825000000000012,3.22281,150.0
1312,939,29,65,58,36.02737338510361,1.1825000000000012,3.22281,160.0
1313,937,29,66,58,36.02737338510361,1.1825000000000012,3.22281,170.0
1314,934,29,67,59,37.99873244250467,1.1825000000000012,3.22281,180.0
1315,938,29,76,58,322.88313931672974,1.1825000000000012,3.22281,190.0
1316,942,29,87,58,336.948699083527,1.1825000000000012,3.22281,200.0
1317,946,28,94,57,335.2975697722287,1.1825000000000012,3.22281,210.0
1318,949,28,99,56,341.565051177078,1.1825000000000012,3.22281,220.0
1319,953,27,100,55,343.495638618245,1.1825000000000012,3.22281,230.0
1320,955,27,99,54,347.2424678391233,1.1825000000000012,3.22281,240.0
1321,957,26,97,53,348.05582281155364,1.1825000000000012,3.22281,250.0
1322,956,26,96,52,346.21840276434637,1.1825000000000012,3.22281,260.0
1323,952,26,97,52,346.46414363086575,1.1825000000000012,3.22281,270.0
1324,948,26,95,53,345.2032377549427,1.1825000000000012,3.22281,280.0
1325,945,27,90,54,346.50426671920417,1.1825000000000012,3.22281,290.0
1326,940,27,84,54,342.71850162818333,1.1825000000000012,3.22281,300.0
1327,936,27,74,54,212.9052429229879,1.1825000000000012,3.22281,310.0
1328,934,27,68,54,36.32682595212023,1.1825000000000012,3.22281,320.0
1329,936,27,69,54,35.53767779197438,1.1825000000000012,3.22281,330.0
1330,939,26,68,53,36.32682595212023,1.1825000000000012,3.22281,340.0
1331,941,26,65,52,37.14668669802178,1.1825000000000012,3.22281,350.0
1332,966,26,68,53,37.99873244250467,1.2825000000000013,3.22281,0.0
1333,961,26,76,53,194.34933204294714,1.2825000000000013,3.22281,10.0
1334,956,27,84,54,192.40741852740075,1.2825000000000013,3.22281,20.0
1335,952,26,88,53,193.78159723565363,1.2825000000000013,3.22281,30.0
1336,947,27,93,54,190.1246716553978,1.2825000000000013,3.22281,40.0
1337,944,27,94,54,193.06931789628217,1.2825000000000013,3.22281,50.0
1338,941,27,94,54,191.3099324740202,1.2825000000000013,3.22281,60.0
1339,940,27,92,54,196.09081634885217,1.2825000000000013,3.22281,70.0
1340,941,26,95,53,199.05770451012833,1.2825000000000013,3.22281,80.0
1341,944,26,96,52,197.52556837372288,1.2825000000000013,3.22281,90.0
1342,946,26,97,52,194.50016676655258,1.2825000000000013,3.22281,100.0
1343,950,26,93,52,202.16634582208243,1.2825000000000013,3.22281,110.0
1344,955,27,87,54,204.70243022777132,1.2825000000000013,3.22281,120.0
1345,960,27,80,55,209.05460409907712,1.2825000000000013,3.22281,130.0
1346,965,28,70,56,219.6441749571448,1.2825000000000013,3.22281,140.0
1347,966,29,65,58,36.02737338510361,1.2825000000000013,3.22281,150.0
1348,964,29,67,58,35.21759296819271,1.2825000000000013,3.22281,160.0
1349,962,29,68,58,35.21759296819271,1.2825000000000013,3.22281,170.0
1350,959,29,68,58,311.0548137709624,1.2825000000000013,3.22281,180.0
1351,963,29,79,58,327.9946167919165,1.2825000000000013,3.22281,190.0
1352,968,29,88,58,330.94539590092285,1.2825000000000013,3.22281,200.0
1353,971,28,96,57,336.6659587232902,1.2825000000000013,3.22281,210.0
1354,975,28,100,56,340.61548432064217,1.2825000000000013,3.22281,220.0
1355,978,27,101,55,342.82409638425327,1.2825000000000013,3.22281,230.0
1356,981,27,100,54,346.21840276434637,1.2825000000000013,3.22281,240.0
1357,982,26,97,52,347.0053832080835,1.2825000000000013,3.22281,250.0
1358,981,26,98,52,347.4711922908485,1.2825000000000013,3.22281,260.0
1359,977,26,97,52,345.4655449194599,1.2825000000000013,3.22281,270.0
1360,973,26,95,53,345.2032377549427,1.2825000000000013,3.22281,280.0
1361,969,27,90,54,344.05460409907715,1.2825000000000013,3.22281,290.0
1362,964,27,83,54,342.34987578006985,1.2825000000000013,3.22281,300.0
1363,960,27,74,54,212.15229514128234,1.2825000000000013,3.22281,310.0
1364,960,27,70,54,35.53767779197438,1.2825000000000013,3.22281,320.0
1365,962,26,70,53,35.53767779197438,1.2825000000000013,3.22281,330.0
1366,964,27,69,54,35.53767779197438,1.2825000000000013,3.22281,340.0
1367,967,26,66,53,37.14668669802178,1.2825000000000013,3.22281,350.0
1368,991,26,70,52,37.14668669802178,1.3825000000000014,3.22281,0.0
1369,985,26,79,52,193.7362683056226,1.3825000000000014,3.22281,10.0
1370,980,26,85,53,193.24051991518718,1.3825000000000014,3.22281,20.0
1371,976,26,90,53,192.52880770915152,1.3825000000000014,3.22281,30.0
1372,972,27,94,54,191.88865803962798,1.3825000000000014,3.22281,40.0
1373,968,27,95,54,192.84770485871766,1.3825000000000014,3.22281,50.0
1374,965,27,93,54,197.47477425625567,1.3825000000000014,3.22281,60.0
1375,964,26,93,53,196.7983717813053,1.3825000000000014,3.22281,70.0
1376,966,26,97,53,195.94539590092288,1.3825000000000014,3.22281,80.0
1377,969,26,98,52,198.43494882292202,1.3825000000000014,3.22281,90.0
1378,972,26,97,52,197.24145939893998,1.3825000000000014,3.22281,100.0
1379,976,26,94,53,201.80140948635182,1.3825000000000014,3.22281,110.0
1380,981,27,88,54,203.33404127670974,1.3825000000000014,3.22281,120.0
1381,986,27,80,55,209.60445074600491,1.3825000000000014,3.22281,130.0
1382,991,28,70,56,219.47245984834382,1.3825000000000014,3.22281,140.0
1383,992,29,67,58,34.43898930880361,1.3825000000000014,3.22281,150.0
1384,990,29,68,58,34.43898930880361,1.3825000000000014,3.22281,160.0
1385,986,29,69,58,34.43898930880361,1.3825000000000014,3.22281,170.0
1386,984,29,70,58,318.81407483429035,1.3825000000000014,3.22281,180.0
1387,988,29,81,58,324.323591778138,1.3825000000000014,3.22281,190.0
1388,993,29,91,58,336.3706222693432,1.3825000000000014,3.22281,200.0
1389,997,28,97,57,338.9624889745782,1.3825000000000014,3.22281,210.0
1390,1001,28,102,56,343.7798063043972,1.3825000000000014,3.22281,220.0
1391,1004,27,102,55,343.7798063043972,1.3825000000000014,3.22281,230.0
1392,1006,27,101,54,347.4711922908485,1.3825000000000014,3.22281,240.0
1393,1008,26,98,52,347.2424678391233,1.3825000000000014,3.22281,250.0
1394,1005,26,99,52,346.7014296695057,1.3825000000000014,3.22281,260.0
1395,1002,26,98,52,345.4655449194599,1.3825000000000014,3.22281,270.0
1396,998,27,96,54,345.2032377549427,1.3825000000000014,3.22281,280.0
1397,994,27,90,54,345.42578380196124,1.3825000000000014,3.22281,290.0
1398,989,27,83,54,344.7448812969422,1.3825000000000014,3.22281,300.0
1399,984,27,73,54,37.14668669802178,1.3825000000000014,3.22281,310.0
1400,985,27,72,54,34.77783136636388,1.3825000000000014,3.22281,320.0
1401,988,26,72,53,34.04593735660167,1.3825000000000014,3.22281,330.0
1402,990,26,71,53,34.77783136636388,1.3825000000000014,3.22281,340.0
1403,993,26,66,53,36.32682595212023,1.3825000000000014,3.22281,350.0
1404,1015,26,74,53,36.32682595212023,1.4825000000000015,3.22281,0.0
1405,1010,26,82,52,192.01147838636544,1.4825000000000015,3.22281,10.0
1406,1005,26,89,53,191.94417718844633,1.4825000000000015,3.22281,20.0
1407,1000,27,93,54,191.1130405359483,1.4825000000000015,3.22281,30.0
1408,996,27,95,54,192.84770485871766,1.4825000000000015,3.22281,40.0
1409,992,27,95,54,192.84770485871766,1.4825000000000015,3.22281,50.0
1410,990,27,93,54,197.47477425625567,1.4825000000000015,3.22281,60.0
1411,990,27,94,54,197.17590361574673,1.4825000000000015,3.22281,70.0
1412,991,26,97,53,198.43494882292202,1.4825000000000015,3.22281,80.0
1413,994,26,99,53,196.0735741647464,1.4825000000000015,3.22281,90.0
1414,998,26,98,52,196.96614810853617,1.4825000000000015,3.22281,100.0
1415,1002,26,95,52,200.55604521958347,1.4825000000000015,3.22281,110.0
1416,1007,27,88,54,204.27444113443943,1.4825000000000015,3.22281,120.0
1417,1012,27,80,55,209.60445074600491,1.4825000000000015,3.22281,130.0
1418,1017,28,69,56,224.09061955080085,1.4825000000000015,3.22281,140.0
1419,1017,28,68,57,34.43898930880361,1.4825000000000015,3.22281,150.0
1420,1014,29,70,58,33.690067525979785,1.4825000000000015,3.22281,160.0
1421,1011,29,71,58,33.690067525979785,1.4825000000000015,3.22281,170.0
1422,1010,29,72,58,318.81407483429035,1.4825000000000015,3.22281,180.0
1423,1014,29,83,58,330.8323866204222,1.4825000000000015,3.22281,190.0
1424,1018,29,93,58,335.82089285331085,1.4825000000000015,3.22281,200.0
1425,1022,28,99,57,338.38522105721376,1.4825000000000015,3.22281,210.0
1426,1026,28,103,56,341.87813975209866,1.4825000000000015,3.22281,220.0
1427,1030,27,104,55,346.9306821037178,1.4825000000000015,3.22281,230.0
1428,1032,27,102,54,347.4711922908485,1.4825000000000015,3.22281,240.0
1429,1033,26,99,52,348.486168815513,1.4825000000000015,3.22281,250.0
1430,1030,26,100,52,345.71890426402916,1.4825000000000015,3.22281,260.0
1431,1026,26,99,52,345.71890426402916,1.4825000000000015,3.22281,270.0
1432,1022,26,97,53,346.21840276434637,1.4825000000000015,3.22281,280.0
1433,1018,27,90,54,344.05460409907715,1.4825000000000015,3.22281,290.0
1434,1013,27,83,54,343.17859010995915,1.4825000000000015,3.22281,300.0
1435,1009,27,72,54,36.32682595212023,1.4825000000000015,3.22281,310.0
1436,1011,27,74,54,33.340707346477004,1.4825000000000015,3.22281,320.0
1437,1013,26,73,53,34.04593735660167,1.4825000000000015,3.22281,330.0
1438,1016,27,70,54,35.53767779197438,1.4825000000000015,3.22281,340.0
1439,1018,26,67,53,36.32682595212023,1.4825000000000015,3.22281,350.0
1440,1040,26,76,53,197.59242456218158,1.5825000000000016,3.22281,0.0
1441,1035,26,84,52,195.1540680503126,1.5825000000000016,3.22281,10.0
1442,1030,26,90,53,193.78159723565363,1.5825000000000016,3.22281,20.0
1443,1025,26,94,53,191.88865803962798,1.5825000000000016,3.22281,30.0
1444,1021,27,97,54,193.5704343851615,1.5825000000000016,3.22281,40.0
1445,1017,27,96,54,193.5704343851615,1.5825000000000016,3.22281,50.0
1446,1014,27,95,54,196.2201936956028,1.5825000000000016,3.22281,60.0
1447,1015,27,95,54,198.12186024790134,1.5825000000000016,3.22281,70.0
1448,1017,26,100,53,196.33604288971847,1.5825000000000016,3.22281,80.0
1449,1020,26,100,52,196.69924423399362,1.5825000000000016,3.22281,90.0
1450,1023,26,99,52,196.96614810853617,1.5825000000000016,3.22281,100.0
1451,1028,26,96,52,201.80140948635182,1.5825000000000016,3.22281,110.0
1452,1033,27,90,54,203.33404127670974,1.5825000000000016,3.22281,120.0
1453,1038,27,80,55,211.15930450834438,1.5825000000000016,3.22281,130.0
1454,1043,28,69,56,223.1523897340054,1.5825000000000016,3.22281,140.0
1455,1042,29,69,58,33.690067525979785,1.5825000000000016,3.22281,150.0
1456,1039,29,72,58,32.96940390346213,1.5825000000000016,3.22281,160.0
1457,1036,29,71,58,34.43898930880361,1.5825000000000016,3.22281,170.0
1458,1035,29,74,58,320.5275401516562,1.5825000000000016,3.22281,180.0
