Image,Center_X,Center_Y,Width,Height,x_position,y_position
826,212,49,110,34,-1.4317435026168823,3.334876537322998
827,217,46,109,33,-1.4317435026168823,3.3848764896392822
828,223,43,106,33,-1.4317435026168823,3.4348764419555664
829,227,41,105,32,-1.4317435026168823,3.4848763942718506
830,233,38,104,32,-1.4317435026168823,3.5348763465881348
831,238,35,102,31,-1.4317435026168823,3.584876537322998
832,242,33,101,30,-1.4317435026168823,3.6348764896392822
833,247,30,99,29,-1.4317435026168823,3.6848764419555664
834,252,27,98,29,-1.4317435026168823,3.7348763942718506
835,256,25,97,29,-1.4317435026168823,3.7848763465881348
836,260,23,95,28,-1.4317435026168823,3.834876537322998
837,265,21,94,28,-1.4317435026168823,3.8848764896392822
838,269,18,92,27,-1.4317435026168823,3.9348764419555664
839,273,16,92,27,-1.4317435026168823,3.9848763942718506
840,277,14,90,26,-1.4317435026168823,4.034876346588135
841,280,12,89,25,-1.4317435026168823,4.084876537322998
842,284,11,89,23,-1.4317435026168823,4.134876251220703
843,288,10,87,21,-1.4317435026168823,4.184876441955566
844,292,9,86,19,-1.4317435026168823,4.23487663269043
845,295,8,85,16,-1.4317435026168823,4.284876346588135
846,299,7,84,14,-1.4317435026168823,4.334876537322998
847,301,6,83,12,-1.4317435026168823,4.384876251220703
848,304,5,81,10,-1.4317435026168823,4.434876441955566
849,307,4,78,9,-1.4317435026168823,4.48487663269043
850,309,3,74,7,-1.4317435026168823,4.534876346588135
851,46,174,93,64,-1.3817434310913086,1.9848763942718506
852,52,167,104,65,-1.3817434310913086,2.0348763465881348
853,57,161,114,63,-1.3817434310913086,2.084876537322998
854,62,155,124,62,-1.3817434310913086,2.1348764896392822
855,66,148,133,61,-1.3817434310913086,2.1848764419555664
856,71,142,142,58,-1.3817434310913086,2.2348763942718506
857,75,136,151,57,-1.3817434310913086,2.2848763465881348
858,80,130,158,55,-1.3817434310913086,2.334876537322998
859,90,125,154,54,-1.3817434310913086,2.3848764896392822
860,99,120,151,52,-1.3817434310913086,2.4348764419555664
861,109,114,148,51,-1.3817434310913086,2.4848763942718506
862,117,109,145,49,-1.3817434310913086,2.5348763465881348
863,126,105,142,48,-1.3817434310913086,2.584876537322998
864,134,100,139,46,-1.3817434310913086,2.6348764896392822
865,142,95,137,45,-1.3817434310913086,2.6848764419555664
866,150,91,134,44,-1.3817434310913086,2.7348763942718506
867,157,87,131,43,-1.3817434310913086,2.7848763465881348
868,165,83,130,42,-1.3817434310913086,2.834876537322998
869,171,79,127,41,-1.3817434310913086,2.8848764896392822
870,178,75,125,41,-1.3817434310913086,2.9348764419555664
871,185,71,123,39,-1.3817434310913086,2.9848763942718506
872,192,68,120,38,-1.3817434310913086,3.0348763465881348
873,198,64,118,37,-1.3817434310913086,3.084876537322998
874,204,61,116,37,-1.3817434310913086,3.1348764896392822
875,210,58,114,36,-1.3817434310913086,3.1848764419555664
876,215,54,113,35,-1.3817434310913086,3.2348763942718506
877,221,52,111,34,-1.3817434310913086,3.2848763465881348
878,226,49,109,34,-1.3817434310913086,3.334876537322998
879,232,45,108,33,-1.3817434310913086,3.3848764896392822
880,237,43,106,32,-1.3817434310913086,3.4348764419555664
881,242,40,104,32,-1.3817434310913086,3.4848763942718506
882,246,37,103,31,-1.3817434310913086,3.5348763465881348
883,251,35,101,30,-1.3817434310913086,3.584876537322998
884,256,32,100,30,-1.3817434310913086,3.6348764896392822
885,260,30,99,30,-1.3817434310913086,3.6848764419555664
886,265,27,98,29,-1.3817434310913086,3.7348763942718506
887,269,25,96,28,-1.3817434310913086,3.7848763465881348
888,273,23,95,28,-1.3817434310913086,3.834876537322998
889,277,20,94,27,-1.3817434310913086,3.8848764896392822
890,281,18,92,27,-1.3817434310913086,3.9348764419555664
891,285,16,91,26,-1.3817434310913086,3.9848763942718506
892,289,14,90,26,-1.3817434310913086,4.034876346588135
893,292,12,89,25,-1.3817434310913086,4.084876537322998
894,296,11,88,22,-1.3817434310913086,4.134876251220703
895,299,10,87,20,-1.3817434310913086,4.184876441955566
896,303,9,86,18,-1.3817434310913086,4.23487663269043
897,306,8,85,16,-1.3817434310913086,4.284876346588135
898,310,7,84,14,-1.3817434310913086,4.334876537322998
899,313,6,82,12,-1.3817434310913086,4.384876251220703
900,315,5,81,10,-1.3817434310913086,4.434876441955566
901,318,4,78,8,-1.3817434310913086,4.48487663269043
902,320,3,72,6,-1.3817434310913086,4.534876346588135
903,52,181,104,69,-1.3317434787750244,1.9348764419555664
904,57,174,115,67,-1.3317434787750244,1.9848763942718506
905,62,168,125,66,-1.3317434787750244,2.0348763465881348
906,67,161,135,64,-1.3317434787750244,2.084876537322998
907,72,154,144,62,-1.3317434787750244,2.1348764896392822
908,76,148,153,60,-1.3317434787750244,2.1848764419555664
909,81,141,162,59,-1.3317434787750244,2.2348763942718506
910,90,135,160,57,-1.3317434787750244,2.2848763465881348
911,99,130,157,54,-1.3317434787750244,2.334876537322998
912,109,124,153,53,-1.3317434787750244,2.3848764896392822
913,118,119,151,52,-1.3317434787750244,2.4348764419555664
914,127,114,147,50,-1.3317434787750244,2.4848763942718506
915,136,109,144,48,-1.3317434787750244,2.5348763465881348
916,144,104,141,48,-1.3317434787750244,2.584876537322998
917,152,99,139,47,-1.3317434787750244,2.6348764896392822
918,160,95,136,45,-1.3317434787750244,2.6848764419555664
919,167,91,133,44,-1.3317434787750244,2.7348763942718506
920,174,86,131,43,-1.3317434787750244,2.7848763465881348
921,181,83,129,42,-1.3317434787750244,2.834876537322998
922,188,78,126,41,-1.3317434787750244,2.8848764896392822
923,195,75,124,40,-1.3317434787750244,2.9348764419555664
924,201,71,122,39,-1.3317434787750244,2.9848763942718506
925,207,68,119,38,-1.3317434787750244,3.0348763465881348
926,213,64,118,37,-1.3317434787750244,3.084876537322998
927,219,61,116,36,-1.3317434787750244,3.1348764896392822
928,225,57,114,35,-1.3317434787750244,3.1848764419555664
929,230,54,112,35,-1.3317434787750244,3.2348763942718506
930,235,51,111,34,-1.3317434787750244,3.2848763465881348
931,240,48,109,33,-1.3317434787750244,3.334876537322998
932,246,45,108,33,-1.3317434787750244,3.3848764896392822
933,251,42,106,33,-1.3317434787750244,3.4348764419555664
934,256,40,104,32,-1.3317434787750244,3.4848763942718506
935,260,37,103,31,-1.3317434787750244,3.5348763465881348
936,264,34,101,31,-1.3317434787750244,3.584876537322998
937,269,32,100,30,-1.3317434787750244,3.6348764896392822
938,273,29,99,29,-1.3317434787750244,3.6848764419555664
939,277,27,97,28,-1.3317434787750244,3.7348763942718506
940,282,24,96,29,-1.3317434787750244,3.7848763465881348
941,286,22,94,28,-1.3317434787750244,3.834876537322998
942,289,20,93,28,-1.3317434787750244,3.8848764896392822
943,294,17,92,27,-1.3317434787750244,3.9348764419555664
944,297,15,91,27,-1.3317434787750244,3.9848763942718506
945,301,13,90,26,-1.3317434787750244,4.034876346588135
946,304,12,89,24,-1.3317434787750244,4.084876537322998
947,308,11,88,22,-1.3317434787750244,4.134876251220703
948,311,10,87,20,-1.3317434787750244,4.184876441955566
949,315,9,86,18,-1.3317434787750244,4.23487663269043
950,318,8,84,16,-1.3317434787750244,4.284876346588135
951,321,7,84,14,-1.3317434787750244,4.334876537322998
952,324,6,82,12,-1.3317434787750244,4.384876251220703
953,327,5,80,10,-1.3317434787750244,4.434876441955566
954,329,4,76,8,-1.3317434787750244,4.48487663269043
955,330,3,70,6,-1.3317434787750244,4.534876346588135
956,52,196,105,73,-1.2817435264587402,1.8348764181137085
957,58,189,116,72,-1.2817435264587402,1.8848763704299927
958,63,181,127,71,-1.2817435264587402,1.9348764419555664
959,68,174,137,69,-1.2817435264587402,1.9848763942718506
960,73,167,147,66,-1.2817435264587402,2.0348763465881348
961,78,160,156,64,-1.2817435264587402,2.084876537322998
962,82,153,165,62,-1.2817435264587402,2.1348764896392822
963,90,147,168,60,-1.2817435264587402,2.1848764419555664
964,100,141,163,58,-1.2817435264587402,2.2348763942718506
965,110,135,160,56,-1.2817435264587402,2.2848763465881348
966,120,129,156,55,-1.2817435264587402,2.334876537322998
967,129,123,152,53,-1.2817435264587402,2.3848764896392822
968,137,118,149,51,-1.2817435264587402,2.4348764419555664
969,146,113,146,50,-1.2817435264587402,2.4848763942718506
970,154,108,143,49,-1.2817435264587402,2.5348763465881348
971,162,103,141,47,-1.2817435264587402,2.584876537322998
972,170,99,138,46,-1.2817435264587402,2.6348764896392822
973,177,94,135,45,-1.2817435264587402,2.6848764419555664
974,184,90,133,44,-1.2817435264587402,2.7348763942718506
975,192,86,130,43,-1.2817435264587402,2.7848763465881348
976,198,82,128,42,-1.2817435264587402,2.834876537322998
977,204,78,125,41,-1.2817435264587402,2.8848764896392822
978,211,74,124,40,-1.2817435264587402,2.9348764419555664
979,217,70,121,39,-1.2817435264587402,2.9848763942718506
980,223,67,119,38,-1.2817435264587402,3.0348763465881348
981,228,63,117,37,-1.2817435264587402,3.084876537322998
982,234,60,115,37,-1.2817435264587402,3.1348764896392822
983,240,57,114,36,-1.2817435264587402,3.1848764419555664
984,245,53,112,35,-1.2817435264587402,3.2348763942718506
985,250,51,110,34,-1.2817435264587402,3.2848763465881348
986,255,48,108,34,-1.2817435264587402,3.334876537322998
987,260,44,106,33,-1.2817435264587402,3.3848764896392822
988,264,42,105,32,-1.2817435264587402,3.4348764419555664
989,269,39,103,32,-1.2817435264587402,3.4848763942718506
990,274,36,102,31,-1.2817435264587402,3.5348763465881348
991,278,34,101,30,-1.2817435264587402,3.584876537322998
992,282,31,99,30,-1.2817435264587402,3.6348764896392822
993,287,29,98,30,-1.2817435264587402,3.6848764419555664
994,290,26,97,29,-1.2817435264587402,3.7348763942718506
995,294,24,95,28,-1.2817435264587402,3.7848763465881348
996,298,22,95,28,-1.2817435264587402,3.834876537322998
997,302,19,93,27,-1.2817435264587402,3.8848764896392822
998,306,17,92,27,-1.2817435264587402,3.9348764419555664
999,309,15,91,26,-1.2817435264587402,3.9848763942718506
1000,313,13,90,26,-1.2817435264587402,4.034876346588135
1001,316,12,89,24,-1.2817435264587402,4.084876537322998
1002,320,11,88,22,-1.2817435264587402,4.134876251220703
1003,323,9,86,19,-1.2817435264587402,4.184876441955566
1004,326,8,85,17,-1.2817435264587402,4.23487663269043
1005,329,7,85,15,-1.2817435264587402,4.284876346588135
1006,332,6,83,13,-1.2817435264587402,4.334876537322998
1007,335,5,82,11,-1.2817435264587402,4.384876251220703
1008,337,4,79,9,-1.2817435264587402,4.434876441955566
1009,339,3,75,7,-1.2817435264587402,4.48487663269043
1010,53,213,106,78,-1.2317434549331665,1.7348763942718506
1011,59,205,118,78,-1.2317434549331665,1.7848764657974243
1012,64,197,129,76,-1.2317434549331665,1.8348764181137085
1013,69,189,139,74,-1.2317434549331665,1.8848763704299927
1014,74,181,149,71,-1.2317434549331665,1.9348764419555664
1015,79,173,159,69,-1.2317434549331665,1.9848763942718506
1016,84,166,168,66,-1.2317434549331665,2.0348763465881348
1017,90,159,174,64,-1.2317434549331665,2.084876537322998
1018,101,153,170,62,-1.2317434549331665,2.1348764896392822
1019,111,146,166,60,-1.2317434549331665,2.1848764419555664
1020,121,140,162,58,-1.2317434549331665,2.2348763942718506
1021,130,134,159,56,-1.2317434549331665,2.2848763465881348
1022,139,128,155,55,-1.2317434549331665,2.334876537322998
1023,148,123,151,53,-1.2317434549331665,2.3848764896392822
1024,157,118,148,52,-1.2317434549331665,2.4348764419555664
1025,165,113,146,50,-1.2317434549331665,2.4848763942718506
1026,173,107,142,49,-1.2317434549331665,2.5348763465881348
1027,180,103,139,48,-1.2317434549331665,2.584876537322998
1028,187,98,137,46,-1.2317434549331665,2.6348764896392822
1029,195,93,134,45,-1.2317434549331665,2.6848764419555664
1030,202,90,132,44,-1.2317434549331665,2.7348763942718506
1031,208,85,129,43,-1.2317434549331665,2.7848763465881348
1032,214,81,127,41,-1.2317434549331665,2.834876537322998
1033,221,77,125,41,-1.2317434549331665,2.8848764896392822
1034,227,74,123,40,-1.2317434549331665,2.9348764419555664
1035,233,70,120,39,-1.2317434549331665,2.9848763942718506
1036,238,67,119,38,-1.2317434549331665,3.0348763465881348
1037,244,63,117,37,-1.2317434549331665,3.084876537322998
1038,249,60,115,36,-1.2317434549331665,3.1348764896392822
1039,254,56,113,35,-1.2317434549331665,3.1848764419555664
1040,260,53,112,35,-1.2317434549331665,3.2348763942718506
1041,265,50,110,34,-1.2317434549331665,3.2848763465881348
1042,270,47,108,33,-1.2317434549331665,3.334876537322998
1043,274,44,106,33,-1.2317434549331665,3.3848764896392822
1044,279,41,104,33,-1.2317434549331665,3.4348764419555664
1045,283,39,103,32,-1.2317434549331665,3.4848763942718506
1046,287,36,101,31,-1.2317434549331665,3.5348763465881348
1047,292,33,100,31,-1.2317434549331665,3.584876537322998
1048,295,31,99,30,-1.2317434549331665,3.6348764896392822
1049,300,28,98,29,-1.2317434549331665,3.6848764419555664
1050,304,26,96,28,-1.2317434549331665,3.7348763942718506
1051,307,24,95,28,-1.2317434549331665,3.7848763465881348
1052,311,21,94,28,-1.2317434549331665,3.834876537322998
1053,314,19,93,28,-1.2317434549331665,3.8848764896392822
1054,318,16,91,27,-1.2317434549331665,3.9348764419555664
1055,322,15,90,26,-1.2317434549331665,3.9848763942718506
1056,325,13,89,26,-1.2317434549331665,4.034876346588135
1057,328,11,89,23,-1.2317434549331665,4.084876537322998
1058,331,10,87,21,-1.2317434549331665,4.134876251220703
1059,335,9,86,19,-1.2317434549331665,4.184876441955566
1060,337,8,85,17,-1.2317434549331665,4.23487663269043
1061,341,7,84,15,-1.2317434549331665,4.284876346588135
1062,343,6,83,13,-1.2317434549331665,4.334876537322998
1063,346,5,81,11,-1.2317434549331665,4.384876251220703
1064,348,4,79,9,-1.2317434549331665,4.434876441955566
1065,350,3,74,7,-1.2317434549331665,4.48487663269043
1066,53,231,107,84,-1.1817435026168823,1.6348763704299927
1067,59,222,119,83,-1.1817435026168823,1.6848764419555664
1068,65,213,131,81,-1.1817435026168823,1.7348763942718506
1069,70,205,141,79,-1.1817435026168823,1.7848764657974243
1070,76,196,152,77,-1.1817435026168823,1.8348764181137085
1071,81,188,162,73,-1.1817435026168823,1.8848763704299927
1072,86,180,172,71,-1.1817435026168823,1.9348764419555664
1073,90,173,181,68,-1.1817435026168823,1.9848763942718506
1074,101,166,177,66,-1.1817435026168823,2.0348763465881348
1075,112,158,172,63,-1.1817435026168823,2.084876537322998
1076,122,152,168,62,-1.1817435026168823,2.1348764896392822
1077,132,145,164,59,-1.1817435026168823,2.1848764419555664
1078,141,139,161,58,-1.1817435026168823,2.2348763942718506
1079,150,133,157,57,-1.1817435026168823,2.2848763465881348
1080,159,128,153,54,-1.1817435026168823,2.334876537322998
1081,168,122,150,53,-1.1817435026168823,2.3848764896392822
1082,176,117,148,52,-1.1817435026168823,2.4348764419555664
1083,184,112,144,50,-1.1817435026168823,2.4848763942718506
1084,191,107,141,48,-1.1817435026168823,2.5348763465881348
1085,198,102,139,47,-1.1817435026168823,2.584876537322998
1086,206,98,136,46,-1.1817435026168823,2.6348764896392822
1087,212,93,133,45,-1.1817435026168823,2.6848764419555664
1088,219,89,131,44,-1.1817435026168823,2.7348763942718506
1089,225,85,129,42,-1.1817435026168823,2.7848763465881348
1090,231,81,127,42,-1.1817435026168823,2.834876537322998
1091,238,77,124,40,-1.1817435026168823,2.8848764896392822
1092,243,73,122,40,-1.1817435026168823,2.9348764419555664
1093,249,69,120,39,-1.1817435026168823,2.9848763942718506
1094,254,66,118,38,-1.1817435026168823,3.0348763465881348
1095,260,62,116,37,-1.1817435026168823,3.084876537322998
1096,265,59,114,36,-1.1817435026168823,3.1348764896392822
1097,270,56,112,36,-1.1817435026168823,3.1848764419555664
1098,274,52,111,35,-1.1817435026168823,3.2348763942718506
1099,279,50,109,34,-1.1817435026168823,3.2848763465881348
1100,284,47,108,34,-1.1817435026168823,3.334876537322998
1101,288,43,105,33,-1.1817435026168823,3.3848764896392822
1102,293,41,104,32,-1.1817435026168823,3.4348764419555664
1103,297,38,102,31,-1.1817435026168823,3.4848763942718506
1104,301,35,101,31,-1.1817435026168823,3.5348763465881348
1105,305,33,100,30,-1.1817435026168823,3.584876537322998
1106,309,30,98,29,-1.1817435026168823,3.6348764896392822
1107,313,28,98,30,-1.1817435026168823,3.6848764419555664
1108,317,25,96,29,-1.1817435026168823,3.7348763942718506
1109,320,23,95,28,-1.1817435026168823,3.7848763465881348
1110,324,21,94,28,-1.1817435026168823,3.834876537322998
1111,327,18,92,27,-1.1817435026168823,3.8848764896392822
1112,330,16,91,27,-1.1817435026168823,3.9348764419555664
1113,334,14,90,27,-1.1817435026168823,3.9848763942718506
1114,337,12,89,25,-1.1817435026168823,4.034876346588135
1115,340,11,88,23,-1.1817435026168823,4.084876537322998
1116,343,10,87,21,-1.1817435026168823,4.134876251220703
1117,346,9,85,19,-1.1817435026168823,4.184876441955566
1118,349,8,85,16,-1.1817435026168823,4.23487663269043
1119,352,7,84,14,-1.1817435026168823,4.284876346588135
1120,355,6,82,12,-1.1817435026168823,4.334876537322998
1121,357,5,81,10,-1.1817435026168823,4.384876251220703
1122,359,4,78,8,-1.1817435026168823,4.434876441955566
1123,360,3,73,7,-1.1817435026168823,4.48487663269043
1124,60,241,121,89,-1.1317434310913086,1.5848764181137085
1125,66,232,133,88,-1.1317434310913086,1.6348763704299927
1126,72,222,144,85,-1.1317434310913086,1.6848764419555664
1127,77,213,155,82,-1.1317434310913086,1.7348763942718506
1128,82,204,165,79,-1.1317434310913086,1.7848764657974243
1129,87,196,175,76,-1.1317434310913086,1.8348764181137085
1130,92,187,185,73,-1.1317434310913086,1.8848763704299927
1131,101,179,185,71,-1.1317434310913086,1.9348764419555664
1132,113,172,180,68,-1.1317434310913086,1.9848763942718506
1133,123,165,175,66,-1.1317434310913086,2.0348763465881348
1134,133,158,171,64,-1.1317434310913086,2.084876537322998
1135,143,151,167,62,-1.1317434310913086,2.1348764896392822
1136,153,145,164,60,-1.1317434310913086,2.1848764419555664
1137,162,139,160,58,-1.1317434310913086,2.2348763942718506
1138,171,133,156,56,-1.1317434310913086,2.2848763465881348
1139,179,127,152,54,-1.1317434310913086,2.334876537322998
1140,187,121,149,53,-1.1317434310913086,2.3848764896392822
1141,195,116,146,51,-1.1317434310913086,2.4348764419555664
1142,202,111,143,50,-1.1317434310913086,2.4848763942718506
1143,210,106,140,49,-1.1317434310913086,2.5348763465881348
1144,217,101,138,47,-1.1317434310913086,2.584876537322998
1145,223,97,135,46,-1.1317434310913086,2.6348764896392822
1146,230,92,132,45,-1.1317434310913086,2.6848764419555664
1147,236,88,130,43,-1.1317434310913086,2.7348763942718506
1148,242,84,128,43,-1.1317434310913086,2.7848763465881348
1149,248,80,126,42,-1.1317434310913086,2.834876537322998
1150,254,76,124,41,-1.1317434310913086,2.8848764896392822
1151,259,73,121,40,-1.1317434310913086,2.9348764419555664
1152,265,69,120,38,-1.1317434310913086,2.9848763942718506
1153,270,65,118,39,-1.1317434310913086,3.0348763465881348
1154,275,62,116,38,-1.1317434310913086,3.084876537322998
1155,280,59,114,36,-1.1317434310913086,3.1348764896392822
1156,285,55,112,35,-1.1317434310913086,3.1848764419555664
1157,289,52,111,35,-1.1317434310913086,3.2348763942718506
1158,294,49,108,34,-1.1317434310913086,3.2848763465881348
1159,298,46,107,33,-1.1317434310913086,3.334876537322998
1160,302,43,105,33,-1.1317434310913086,3.3848764896392822
1161,307,41,104,32,-1.1317434310913086,3.4348764419555664
1162,311,38,102,32,-1.1317434310913086,3.4848763942718506
1163,314,35,101,31,-1.1317434310913086,3.5348763465881348
1164,318,32,99,31,-1.1317434310913086,3.584876537322998
1165,322,30,99,30,-1.1317434310913086,3.6348764896392822
1166,326,27,97,29,-1.1317434310913086,3.6848764419555664
1167,329,25,95,29,-1.1317434310913086,3.7348763942718506
1168,333,23,94,28,-1.1317434310913086,3.7848763465881348
1169,336,20,93,27,-1.1317434310913086,3.834876537322998
1170,340,18,92,27,-1.1317434310913086,3.8848764896392822
1171,343,16,91,26,-1.1317434310913086,3.9348764419555664
1172,346,14,90,26,-1.1317434310913086,3.9848763942718506
1173,349,12,89,25,-1.1317434310913086,4.034876346588135
1174,352,11,87,23,-1.1317434310913086,4.084876537322998
1175,355,10,87,20,-1.1317434310913086,4.134876251220703
1176,358,9,86,18,-1.1317434310913086,4.184876441955566
1177,361,8,84,16,-1.1317434310913086,4.23487663269043
1178,364,7,84,14,-1.1317434310913086,4.284876346588135
1179,366,6,82,12,-1.1317434310913086,4.334876537322998
1180,368,5,81,10,-1.1317434310913086,4.384876251220703
1181,370,4,77,8,-1.1317434310913086,4.434876441955566
1182,371,3,71,6,-1.1317434310913086,4.48487663269043
1183,61,262,122,97,-1.0817434787750244,1.4848763942718506
1184,67,252,135,95,-1.0817434787750244,1.5348764657974243
1185,73,242,147,92,-1.0817434787750244,1.5848764181137085
1186,79,231,158,89,-1.0817434787750244,1.6348763704299927
1187,84,222,169,86,-1.0817434787750244,1.6848764419555664
1188,89,212,179,82,-1.0817434787750244,1.7348763942718506
1189,94,203,189,79,-1.0817434787750244,1.7848764657974243
1190,102,195,193,76,-1.0817434787750244,1.8348764181137085
1191,114,186,188,73,-1.0817434787750244,1.8848763704299927
1192,125,178,183,71,-1.0817434787750244,1.9348764419555664
1193,136,171,178,68,-1.0817434787750244,1.9848763942718506
1194,146,164,174,66,-1.0817434787750244,2.0348763465881348
1195,156,157,170,64,-1.0817434787750244,2.084876537322998
1196,165,150,166,61,-1.0817434787750244,2.1348764896392822
1197,174,144,162,60,-1.0817434787750244,2.1848764419555664
1198,183,138,158,58,-1.0817434787750244,2.2348763942718506
1199,191,132,154,56,-1.0817434787750244,2.2848763465881348
1200,199,126,152,55,-1.0817434787750244,2.334876537322998
1201,207,121,148,52,-1.0817434787750244,2.3848764896392822
1202,214,115,146,51,-1.0817434787750244,2.4348764419555664
1203,221,111,142,50,-1.0817434787750244,2.4848763942718506
1204,228,106,140,48,-1.0817434787750244,2.5348763465881348
1205,234,101,137,48,-1.0817434787750244,2.584876537322998
1206,241,96,134,47,-1.0817434787750244,2.6348764896392822
1207,247,92,132,45,-1.0817434787750244,2.6848764419555664
1208,253,88,129,44,-1.0817434787750244,2.7348763942718506
1209,259,83,127,43,-1.0817434787750244,2.7848763465881348
1210,264,80,125,42,-1.0817434787750244,2.834876537322998
1211,270,76,123,40,-1.0817434787750244,2.8848764896392822
1212,275,72,121,40,-1.0817434787750244,2.9348764419555664
1213,280,68,119,39,-1.0817434787750244,2.9848763942718506
1214,285,65,117,38,-1.0817434787750244,3.0348763465881348
1215,290,61,115,37,-1.0817434787750244,3.084876537322998
1216,295,58,113,36,-1.0817434787750244,3.1348764896392822
1217,300,55,112,36,-1.0817434787750244,3.1848764419555664
1218,304,51,110,35,-1.0817434787750244,3.2348763942718506
1219,309,49,108,34,-1.0817434787750244,3.2848763465881348
1220,313,46,106,34,-1.0817434787750244,3.334876537322998
1221,316,43,105,32,-1.0817434787750244,3.3848764896392822
1222,321,40,104,32,-1.0817434787750244,3.4348764419555664
1223,325,37,102,31,-1.0817434787750244,3.4848763942718506
1224,328,34,101,31,-1.0817434787750244,3.5348763465881348
1225,332,32,99,30,-1.0817434787750244,3.584876537322998
1226,336,29,98,29,-1.0817434787750244,3.6348764896392822
1227,339,27,97,29,-1.0817434787750244,3.6848764419555664
1228,342,24,95,29,-1.0817434787750244,3.7348763942718506
1229,346,22,94,28,-1.0817434787750244,3.7848763465881348
1230,349,20,93,28,-1.0817434787750244,3.834876537322998
1231,352,17,91,27,-1.0817434787750244,3.8848764896392822
1232,355,15,91,27,-1.0817434787750244,3.9348764419555664
1233,358,13,89,27,-1.0817434787750244,3.9848763942718506
1234,361,12,89,24,-1.0817434787750244,4.034876346588135
1235,364,11,87,22,-1.0817434787750244,4.084876537322998
1236,367,10,86,20,-1.0817434787750244,4.134876251220703
1237,370,9,86,18,-1.0817434787750244,4.184876441955566
1238,372,8,85,16,-1.0817434787750244,4.23487663269043
1239,375,7,83,14,-1.0817434787750244,4.284876346588135
1240,377,6,81,12,-1.0817434787750244,4.334876537322998
1241,379,5,79,10,-1.0817434787750244,4.384876251220703
1242,381,4,76,8,-1.0817434787750244,4.434876441955566
1243,62,286,124,105,-1.0317435264587402,1.3848763704299927
1244,69,274,138,103,-1.0317435264587402,1.4348764419555664
1245,75,263,150,101,-1.0317435264587402,1.4848763942718506
1246,81,252,162,97,-1.0317435264587402,1.5348764657974243
1247,86,241,173,93,-1.0317435264587402,1.5848764181137085
1248,92,230,184,89,-1.0317435264587402,1.6348763704299927
1249,97,221,194,86,-1.0317435264587402,1.6848764419555664
1250,103,212,202,82,-1.0317435264587402,1.7348763942718506
1251,115,202,196,79,-1.0317435264587402,1.7848764657974243
1252,126,194,191,76,-1.0317435264587402,1.8348764181137085
1253,138,185,186,73,-1.0317435264587402,1.8848763704299927
1254,148,178,181,70,-1.0317435264587402,1.9348764419555664
1255,158,170,177,68,-1.0317435264587402,1.9848763942718506
1256,168,163,172,66,-1.0317435264587402,2.0348763465881348
1257,177,156,169,63,-1.0317435264587402,2.084876537322998
1258,186,149,165,61,-1.0317435264587402,2.1348764896392822
1259,195,143,160,59,-1.0317435264587402,2.1848764419555664
1260,203,137,157,58,-1.0317435264587402,2.2348763942718506
1261,211,131,154,56,-1.0317435264587402,2.2848763465881348
1262,219,126,150,54,-1.0317435264587402,2.334876537322998
1263,226,120,148,53,-1.0317435264587402,2.3848764896392822
1264,233,115,144,52,-1.0317435264587402,2.4348764419555664
1265,240,110,142,50,-1.0317435264587402,2.4848763942718506
1266,246,105,139,48,-1.0317435264587402,2.5348763465881348
1267,253,100,136,47,-1.0317435264587402,2.584876537322998
1268,259,96,134,46,-1.0317435264587402,2.6348764896392822
1269,264,91,131,45,-1.0317435264587402,2.6848764419555664
1270,270,87,129,44,-1.0317435264587402,2.7348763942718506
1271,276,83,126,42,-1.0317435264587402,2.7848763465881348
1272,281,79,125,42,-1.0317435264587402,2.834876537322998
1273,287,75,122,41,-1.0317435264587402,2.8848764896392822
1274,292,71,120,39,-1.0317435264587402,2.9348764419555664
1275,297,68,118,38,-1.0317435264587402,2.9848763942718506
1276,301,64,117,38,-1.0317435264587402,3.0348763465881348
1277,306,61,114,38,-1.0317435264587402,3.084876537322998
1278,310,58,113,36,-1.0317435264587402,3.1348764896392822
1279,314,54,111,35,-1.0317435264587402,3.1848764419555664
1280,319,51,110,35,-1.0317435264587402,3.2348763942718506
1281,323,48,108,34,-1.0317435264587402,3.2848763465881348
1282,327,45,106,33,-1.0317435264587402,3.334876537322998
1283,331,42,104,33,-1.0317435264587402,3.3848764896392822
1284,334,40,103,32,-1.0317435264587402,3.4348764419555664
1285,338,37,101,32,-1.0317435264587402,3.4848763942718506
1286,342,34,100,31,-1.0317435264587402,3.5348763465881348
1287,345,32,99,30,-1.0317435264587402,3.584876537322998
1288,349,29,98,30,-1.0317435264587402,3.6348764896392822
1289,352,26,96,29,-1.0317435264587402,3.6848764419555664
1290,355,24,95,29,-1.0317435264587402,3.7348763942718506
1291,359,22,94,28,-1.0317435264587402,3.7848763465881348
1292,362,19,92,27,-1.0317435264587402,3.834876537322998
1293,365,17,92,27,-1.0317435264587402,3.8848764896392822
1294,368,15,90,27,-1.0317435264587402,3.9348764419555664
1295,370,13,89,26,-1.0317435264587402,3.9848763942718506
1296,373,12,89,24,-1.0317435264587402,4.034876346588135
1297,376,11,87,22,-1.0317435264587402,4.084876537322998
1298,379,9,86,19,-1.0317435264587402,4.134876251220703
1299,381,8,85,17,-1.0317435264587402,4.184876441955566
1300,384,7,84,15,-1.0317435264587402,4.23487663269043
1301,386,6,83,13,-1.0317435264587402,4.284876346588135
